"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H1)","A (H1N1)pdm09","A (H3)","A not subtyped","B (Victoria)","B (Yamagata)","B (lineage not determined)"
"780","United Kingdom, England","Not defined","2005-18",2005-05-02,12,9,3,NA,NA,8,NA,NA,1,NA
"781","United Kingdom, England","Not defined","2005-19",2005-05-09,6,2,4,NA,NA,1,NA,NA,1,NA
"782","United Kingdom, England","Not defined","2005-20",2005-05-16,5,5,0,NA,NA,2,NA,1,2,NA
"783","United Kingdom, England","Not defined","2005-21",2005-05-23,1,1,0,NA,NA,NA,NA,NA,1,NA
"784","United Kingdom, England","Not defined","2005-22",2005-05-30,0,0,0,0,NA,0,0,0,0,0
"785","United Kingdom, England","Not defined","2005-23",2005-06-06,3,1,2,NA,NA,NA,NA,NA,NA,1
"786","United Kingdom, England","Not defined","2005-24",2005-06-13,0,0,0,0,NA,0,0,0,0,0
"787","United Kingdom, England","Not defined","2005-25",2005-06-20,0,0,0,0,NA,0,0,0,0,0
"788","United Kingdom, England","Not defined","2005-26",2005-06-27,0,0,0,0,NA,0,0,0,0,0
"789","United Kingdom, England","Not defined","2005-27",2005-07-04,0,0,0,0,NA,0,0,0,0,0
"790","United Kingdom, England","Not defined","2005-28",2005-07-11,0,0,0,0,NA,0,0,0,0,0
"791","United Kingdom, England","Not defined","2005-29",2005-07-18,0,0,0,0,NA,0,0,0,0,0
"792","United Kingdom, England","Not defined","2005-30",2005-07-25,1,0,1,0,NA,0,0,0,0,0
"793","United Kingdom, England","Not defined","2005-31",2005-08-01,1,0,1,0,NA,0,0,0,0,0
"794","United Kingdom, England","Not defined","2005-32",2005-08-08,0,0,0,0,NA,0,0,0,0,0
"795","United Kingdom, England","Not defined","2005-33",2005-08-15,0,0,0,0,NA,0,0,0,0,0
"796","United Kingdom, England","Not defined","2005-34",2005-08-22,2,1,1,NA,NA,NA,NA,1,NA,NA
"797","United Kingdom, England","Not defined","2005-35",2005-08-29,0,0,0,0,NA,0,0,0,0,0
"798","United Kingdom, England","Not defined","2005-36",2005-09-05,1,0,1,0,NA,0,0,0,0,0
"799","United Kingdom, England","Not defined","2005-37",2005-09-12,0,0,0,0,NA,0,0,0,0,0
"800","United Kingdom, England","Not defined","2005-38",2005-09-19,2,1,1,NA,NA,1,NA,NA,NA,0
"801","United Kingdom, England","Not defined","2005-39",2005-09-26,4,0,4,0,NA,0,0,0,0,0
"802","United Kingdom, England","Not defined","2005-40",2005-10-03,19,0,19,0,NA,0,0,NA,NA,0
"803","United Kingdom, England","Not defined","2005-41",2005-10-10,20,0,20,0,NA,0,0,NA,NA,0
"804","United Kingdom, England","Not defined","2005-42",2005-10-17,23,0,23,0,NA,0,0,NA,NA,0
"805","United Kingdom, England","Not defined","2005-43",2005-10-24,37,0,37,0,NA,0,0,NA,NA,0
"806","United Kingdom, England","Not defined","2005-44",2005-10-31,35,0,35,0,NA,0,0,NA,NA,0
"807","United Kingdom, England","Not defined","2005-45",2005-11-07,42,1,41,0,NA,1,0,NA,NA,0
"808","United Kingdom, England","Not defined","2005-46",2005-11-14,34,0,34,0,NA,0,0,NA,NA,0
"809","United Kingdom, England","Not defined","2005-47",2005-11-21,62,0,62,0,NA,0,0,NA,NA,0
"810","United Kingdom, England","Not defined","2005-48",2005-11-28,27,0,27,0,NA,0,0,NA,NA,0
"811","United Kingdom, England","Not defined","2005-49",2005-12-05,34,8,26,2,NA,0,0,NA,NA,6
"812","United Kingdom, England","Not defined","2005-50",2005-12-12,52,3,49,0,NA,1,0,NA,NA,2
"813","United Kingdom, England","Not defined","2005-51",2005-12-19,109,10,99,1,NA,1,0,NA,NA,8
"814","United Kingdom, England","Not defined","2005-52",2005-12-26,32,11,21,0,NA,0,0,NA,NA,11
"815","United Kingdom, England","Not defined","2006-01",2006-01-02,38,7,31,1,NA,0,0,NA,NA,6
"816","United Kingdom, England","Not defined","2006-02",2006-01-09,78,9,69,2,NA,1,0,NA,NA,6
"817","United Kingdom, England","Not defined","2006-03",2006-01-16,74,21,53,3,NA,3,0,NA,NA,15
"818","United Kingdom, England","Not defined","2006-04",2006-01-23,121,40,81,0,NA,2,0,NA,NA,38
"819","United Kingdom, England","Not defined","2006-05",2006-01-30,161,40,121,0,NA,0,0,NA,NA,40
"820","United Kingdom, England","Not defined","2006-06",2006-02-06,142,31,111,2,NA,2,0,NA,NA,27
"821","United Kingdom, England","Not defined","2006-07",2006-02-13,215,104,111,10,NA,4,0,NA,NA,90
"822","United Kingdom, England","Not defined","2006-08",2006-02-20,154,55,99,5,NA,5,0,NA,NA,45
"823","United Kingdom, England","Not defined","2006-09",2006-02-27,165,59,106,4,NA,2,0,NA,NA,53
"824","United Kingdom, England","Not defined","2006-10",2006-03-06,94,28,66,1,NA,2,0,NA,NA,25
"825","United Kingdom, England","Not defined","2006-11",2006-03-13,100,22,78,3,NA,2,0,NA,NA,17
"826","United Kingdom, England","Not defined","2006-12",2006-03-20,102,37,65,9,NA,15,0,NA,NA,13
"827","United Kingdom, England","Not defined","2006-13",2006-03-27,71,23,48,10,NA,11,0,NA,NA,2
"828","United Kingdom, England","Not defined","2006-14",2006-04-03,68,19,49,9,NA,10,0,NA,NA,0
"829","United Kingdom, England","Not defined","2006-15",2006-04-10,42,13,29,9,NA,4,0,NA,NA,0
"830","United Kingdom, England","Not defined","2006-16",2006-04-17,44,12,32,12,NA,0,0,NA,NA,0
"831","United Kingdom, England","Not defined","2006-17",2006-04-24,59,20,39,18,NA,2,0,NA,NA,0
"832","United Kingdom, England","Not defined","2006-18",2006-05-01,69,7,62,7,NA,0,0,NA,NA,0
"833","United Kingdom, England","Not defined","2006-19",2006-05-08,37,7,30,3,NA,4,0,NA,NA,0
"834","United Kingdom, England","Not defined","2006-20",2006-05-15,15,0,15,0,NA,0,0,NA,NA,0
"835","United Kingdom, England","Not defined","2006-37",2006-09-11,1,0,1,0,NA,0,0,NA,NA,0
"836","United Kingdom, England","Not defined","2006-38",2006-09-18,1,0,1,0,NA,0,0,NA,NA,0
"837","United Kingdom, England","Not defined","2006-39",2006-09-25,2,0,2,0,NA,0,0,NA,NA,0
"838","United Kingdom, England","Not defined","2006-40",2006-10-02,7,0,7,0,NA,0,0,0,0,0
"839","United Kingdom, England","Not defined","2006-41",2006-10-09,8,1,7,0,NA,0,0,0,1,0
"840","United Kingdom, England","Not defined","2006-42",2006-10-16,2,0,2,0,NA,0,0,0,0,0
"841","United Kingdom, England","Not defined","2006-43",2006-10-23,22,0,22,0,NA,0,0,0,0,0
"842","United Kingdom, England","Not defined","2006-44",2006-10-30,32,1,31,1,NA,0,0,0,0,0
"843","United Kingdom, England","Not defined","2006-45",2006-11-06,63,1,62,0,NA,1,0,0,0,0
"844","United Kingdom, England","Not defined","2006-46",2006-11-13,46,1,45,0,NA,1,0,0,0,0
"845","United Kingdom, England","Not defined","2006-47",2006-11-20,55,1,54,0,NA,1,0,0,0,0
"846","United Kingdom, England","Not defined","2006-48",2006-11-27,63,3,60,0,NA,3,0,0,0,0
"847","United Kingdom, England","Not defined","2006-49",2006-12-04,50,2,48,0,NA,2,0,0,0,0
"848","United Kingdom, England","Not defined","2006-50",2006-12-11,58,5,53,1,NA,4,0,0,0,0
"849","United Kingdom, England","Not defined","2006-51",2006-12-18,52,7,45,1,NA,6,0,0,0,0
"850","United Kingdom, England","Not defined","2006-52",2006-12-25,41,9,32,1,NA,8,0,0,0,0
"851","United Kingdom, England","Not defined","2007-01",2007-01-01,91,33,58,5,NA,28,0,0,0,0
"852","United Kingdom, England","Not defined","2007-02",2007-01-08,138,48,90,1,NA,46,0,0,1,0
"853","United Kingdom, England","Not defined","2007-03",2007-01-15,104,37,67,0,NA,37,0,0,0,0
"854","United Kingdom, England","Not defined","2007-04",2007-01-22,117,55,62,1,NA,50,0,0,1,3
"855","United Kingdom, England","Not defined","2007-05",2007-01-29,168,102,66,3,NA,96,0,0,0,3
"856","United Kingdom, England","Not defined","2007-06",2007-02-05,205,124,81,3,NA,120,0,0,0,1
"857","United Kingdom, England","Not defined","2007-07",2007-02-12,215,124,91,6,NA,117,0,0,0,1
"858","United Kingdom, England","Not defined","2007-08",2007-02-19,212,116,96,2,NA,114,0,0,0,0
"859","United Kingdom, England","Not defined","2007-09",2007-02-26,163,99,64,6,NA,92,0,0,1,0
"860","United Kingdom, England","Not defined","2007-10",2007-03-05,102,58,44,2,NA,56,0,0,0,0
"861","United Kingdom, England","Not defined","2007-11",2007-03-12,48,19,29,0,NA,19,0,0,0,0
"862","United Kingdom, England","Not defined","2007-12",2007-03-19,38,18,20,0,NA,18,0,0,0,0
"863","United Kingdom, England","Not defined","2007-13",2007-03-26,24,9,15,0,NA,9,0,0,0,0
"864","United Kingdom, England","Not defined","2007-14",2007-04-02,17,7,10,0,NA,7,0,0,0,0
"865","United Kingdom, England","Not defined","2007-15",2007-04-09,15,8,7,0,NA,7,0,0,1,0
"866","United Kingdom, England","Not defined","2007-16",2007-04-16,16,11,5,0,NA,9,0,1,1,0
"867","United Kingdom, England","Not defined","2007-17",2007-04-23,2,1,1,0,NA,1,0,0,0,0
"868","United Kingdom, England","Not defined","2007-18",2007-04-30,13,4,9,0,NA,4,0,0,0,0
"869","United Kingdom, England","Not defined","2007-19",2007-05-07,4,0,4,0,NA,0,0,0,0,0
"870","United Kingdom, England","Not defined","2007-20",2007-05-14,6,0,6,0,NA,0,0,0,0,0
"871","United Kingdom, England","Not defined","2007-21",2007-05-21,26,0,26,0,NA,0,0,0,0,0
"872","United Kingdom, England","Not defined","2007-22",2007-05-28,42,3,39,1,NA,2,0,0,0,0
"873","United Kingdom, England","Not defined","2007-23",2007-06-04,12,0,12,0,NA,0,0,0,0,0
"874","United Kingdom, England","Not defined","2007-24",2007-06-11,11,0,11,0,NA,0,0,0,0,0
"875","United Kingdom, England","Not defined","2007-25",2007-06-18,1,0,1,0,NA,0,0,0,0,0
"876","United Kingdom, England","Not defined","2007-26",2007-06-25,1,1,0,0,NA,1,0,0,0,0
"877","United Kingdom, England","Not defined","2007-27",2007-07-02,1,0,1,0,NA,0,0,0,0,0
"878","United Kingdom, England","Not defined","2007-28",2007-07-09,3,2,1,0,NA,2,0,0,0,0
"879","United Kingdom, England","Not defined","2007-29",2007-07-16,1,1,0,0,NA,1,0,0,0,0
"880","United Kingdom, England","Not defined","2007-30",2007-07-23,0,0,0,0,NA,0,0,0,0,0
"881","United Kingdom, England","Not defined","2007-31",2007-07-30,5,2,3,0,NA,2,0,0,0,0
"882","United Kingdom, England","Not defined","2007-32",2007-08-06,8,5,3,1,NA,4,0,0,0,0
"883","United Kingdom, England","Not defined","2007-33",2007-08-13,1,0,1,0,NA,0,0,0,0,0
"884","United Kingdom, England","Not defined","2007-34",2007-08-20,3,1,2,1,NA,0,0,0,0,0
"885","United Kingdom, England","Not defined","2007-35",2007-08-27,0,0,0,0,NA,0,0,0,0,0
"886","United Kingdom, England","Not defined","2007-36",2007-09-03,2,1,1,1,NA,0,0,0,0,0
"887","United Kingdom, England","Not defined","2007-37",2007-09-10,6,1,5,1,NA,0,0,0,0,0
"888","United Kingdom, England","Not defined","2007-38",2007-09-17,0,0,0,0,NA,0,0,0,0,0
"889","United Kingdom, England","Not defined","2007-39",2007-09-24,0,0,0,0,NA,0,0,0,0,0
"890","United Kingdom, England","Not defined","2007-40",2007-10-01,3,3,0,2,NA,0,0,0,1,0
"891","United Kingdom, England","Not defined","2007-41",2007-10-08,5,0,5,0,NA,0,0,0,0,0
"892","United Kingdom, England","Not defined","2007-42",2007-10-15,20,0,20,0,NA,0,0,0,0,0
"893","United Kingdom, England","Not defined","2007-43",2007-10-22,36,0,36,0,NA,0,0,0,0,0
"894","United Kingdom, England","Not defined","2007-44",2007-10-29,28,6,22,5,NA,0,0,0,1,0
"895","United Kingdom, England","Not defined","2007-45",2007-11-05,27,2,25,1,NA,0,0,0,0,1
"896","United Kingdom, England","Not defined","2007-46",2007-11-12,45,2,43,1,NA,0,0,0,1,0
"897","United Kingdom, England","Not defined","2007-47",2007-11-19,45,5,40,5,NA,0,0,0,0,0
"898","United Kingdom, England","Not defined","2007-48",2007-11-26,46,12,34,10,NA,0,0,0,0,2
"899","United Kingdom, England","Not defined","2007-49",2007-12-03,84,27,57,24,NA,3,0,0,0,0
"900","United Kingdom, England","Not defined","2007-50",2007-12-10,101,21,80,21,NA,0,0,0,0,0
"901","United Kingdom, England","Not defined","2007-51",2007-12-17,127,58,69,54,NA,2,NA,0,1,1
"902","United Kingdom, England","Not defined","2007-52",2007-12-24,65,44,21,41,NA,1,NA,0,0,2
"903","United Kingdom, England","Not defined","2008-01",2007-12-31,146,67,79,59,NA,1,0,0,3,4
"904","United Kingdom, England","Not defined","2008-02",2008-01-07,216,102,114,95,NA,1,0,0,3,3
"905","United Kingdom, England","Not defined","2008-03",2008-01-14,138,68,70,61,NA,3,0,0,3,1
"906","United Kingdom, England","Not defined","2008-04",2008-01-21,108,39,69,34,NA,1,0,0,3,1
"907","United Kingdom, England","Not defined","2008-05",2008-01-28,96,40,56,35,NA,2,0,0,1,2
"908","United Kingdom, England","Not defined","2008-06",2008-02-04,101,46,55,30,NA,0,0,0,11,5
"909","United Kingdom, England","Not defined","2008-07",2008-02-11,82,29,53,11,NA,0,0,0,8,10
"910","United Kingdom, England","Not defined","2008-08",2008-02-18,83,39,44,22,NA,3,0,0,8,6
"911","United Kingdom, England","Not defined","2008-09",2008-02-25,58,11,47,3,NA,1,NA,0,3,4
"912","United Kingdom, England","Not defined","2008-10",2008-03-03,98,53,45,18,NA,2,0,0,24,9
"913","United Kingdom, England","Not defined","2008-11",2008-03-10,47,21,26,3,NA,0,0,0,15,3
"914","United Kingdom, England","Not defined","2008-12",2008-03-17,57,34,23,6,NA,2,0,0,22,4
"915","United Kingdom, England","Not defined","2008-13",2008-03-24,42,20,22,3,NA,2,NA,0,11,4
"916","United Kingdom, England","Not defined","2008-14",2008-03-31,21,13,8,0,NA,1,0,0,9,3
"917","United Kingdom, England","Not defined","2008-15",2008-04-07,42,23,19,6,NA,3,0,0,13,1
"918","United Kingdom, England","Not defined","2008-16",2008-04-14,50,26,24,1,NA,11,0,0,12,2
"919","United Kingdom, England","Not defined","2008-17",2008-04-21,35,16,19,1,NA,0,0,0,14,1
"920","United Kingdom, England","Not defined","2008-18",2008-04-28,40,19,21,0,NA,3,0,0,16,0
"921","United Kingdom, England","Not defined","2008-19",2008-05-05,11,9,2,0,NA,1,0,0,6,2
"922","United Kingdom, England","Not defined","2008-20",2008-05-12,20,8,12,1,NA,1,0,0,6,0
"923","United Kingdom, England","Not defined","2008-21",2008-05-19,5,1,4,0,NA,1,0,0,0,0
"924","United Kingdom, England","Not defined","2008-22",2008-05-26,5,0,5,0,NA,0,0,0,0,0
"925","United Kingdom, England","Not defined","2008-40",2008-09-29,13,0,13,0,NA,0,0,0,0,0
"926","United Kingdom, England","Not defined","2008-41",2008-10-06,34,4,30,2,NA,2,0,0,0,0
"927","United Kingdom, England","Not defined","2008-42",2008-10-13,43,4,39,0,NA,4,0,0,0,0
"928","United Kingdom, England","Not defined","2008-43",2008-10-20,61,11,50,4,NA,7,0,0,0,0
"929","United Kingdom, England","Not defined","2008-44",2008-10-27,61,15,46,3,NA,12,0,0,0,0
"930","United Kingdom, England","Not defined","2008-45",2008-11-03,80,20,60,4,NA,16,0,0,0,0
"931","United Kingdom, England","Not defined","2008-46",2008-11-10,94,29,65,2,NA,27,0,0,0,0
"932","United Kingdom, England","Not defined","2008-47",2008-11-17,84,27,57,2,NA,21,0,3,1,0
"933","United Kingdom, England","Not defined","2008-48",2008-11-24,159,81,78,5,NA,75,0,0,0,1
"934","United Kingdom, England","Not defined","2008-49",2008-12-01,228,118,110,8,NA,106,0,4,0,0
"935","United Kingdom, England","Not defined","2008-50",2008-12-08,322,201,121,5,NA,192,0,4,0,0
"936","United Kingdom, England","Not defined","2008-51",2008-12-15,431,254,177,9,NA,225,0,12,8,0
"937","United Kingdom, England","Not defined","2008-52",2008-12-22,278,127,151,6,NA,116,0,0,0,5
"938","United Kingdom, England","Not defined","2009-01",2008-12-29,228,115,113,3,NA,103,0,4,5,NA
"939","United Kingdom, England","Not defined","2009-02",2009-01-05,334,90,244,6,NA,76,0,8,0,0
"940","United Kingdom, England","Not defined","2009-03",2009-01-12,258,49,206,6,NA,43,0,0,0,0
"941","United Kingdom, England","Not defined","2009-04",2009-01-19,150,69,81,3,NA,59,0,6,1,0
"942","United Kingdom, England","Not defined","2009-05",2009-01-26,124,72,52,7,NA,60,0,5,0,0
"943","United Kingdom, England","Not defined","2009-06",2009-02-02,44,13,31,2,NA,4,0,7,0,0
"944","United Kingdom, England","Not defined","2009-07",2009-02-09,48,1,47,1,NA,0,0,0,0,0
"945","United Kingdom, England","Not defined","2009-08",2009-02-16,55,24,31,2,NA,7,0,15,0,0
"946","United Kingdom, England","Not defined","2009-09",2009-02-23,34,11,23,3,NA,0,0,8,0,0
"947","United Kingdom, England","Not defined","2009-10",2009-03-02,67,3,64,1,NA,1,0,1,0,0
"948","United Kingdom, England","Not defined","2009-11",2009-03-09,49,9,40,1,NA,5,0,2,1,0
"949","United Kingdom, England","Not defined","2009-12",2009-03-16,26,0,26,0,NA,0,0,0,0,0
"950","United Kingdom, England","Not defined","2009-13",2009-03-23,93,10,83,0,NA,2,0,8,0,0
"951","United Kingdom, England","Not defined","2009-14",2009-03-30,65,1,64,0,NA,0,0,1,0,0
"952","United Kingdom, England","Not defined","2009-15",2009-04-06,26,9,17,0,NA,1,0,8,0,0
"953","United Kingdom, England","Not defined","2009-16",2009-04-13,10,4,6,0,NA,1,0,3,0,0
"954","United Kingdom, England","Not defined","2009-17",2009-04-20,10,0,10,0,NA,0,0,0,0,0
"955","United Kingdom, England","Not defined","2009-18",2009-04-27,127,17,110,4,NA,13,0,0,0,0
"956","United Kingdom, England","Not defined","2009-19",2009-05-04,132,6,126,2,NA,4,0,0,0,0
"957","United Kingdom, England","Not defined","2009-20",2009-05-11,105,9,96,1,NA,8,0,0,0,0
"958","United Kingdom, England","Not defined","2009-21",2009-05-18,70,70,0,0,58,5,6,0,0,1
"959","United Kingdom, England","Not defined","2009-22",2009-05-25,32,26,6,0,20,1,4,0,0,1
"960","United Kingdom, England","Not defined","2009-23",2009-06-01,50,44,6,0,27,1,14,0,0,2
"961","United Kingdom, England","Not defined","2009-24",2009-06-08,68,68,0,0,19,1,45,0,0,3
"962","United Kingdom, England","Not defined","2009-25",2009-06-15,513,61,452,NA,57,4,NA,NA,NA,NA
"963","United Kingdom, England","Not defined","2009-26",2009-06-22,812,102,710,1,97,4,NA,NA,NA,NA
"964","United Kingdom, England","Not defined","2009-27",2009-06-29,769,130,639,NA,127,3,NA,NA,NA,NA
"965","United Kingdom, England","Not defined","2009-28",2009-07-06,409,94,315,1,90,3,NA,NA,NA,NA
"966","United Kingdom, England","Not defined","2009-29",2009-07-13,403,63,340,NA,63,NA,NA,NA,NA,NA
"967","United Kingdom, England","Not defined","2009-30",2009-07-20,325,62,263,NA,61,1,NA,NA,NA,NA
"968","United Kingdom, England","Not defined","2009-31",2009-07-27,234,21,213,NA,21,NA,NA,NA,NA,NA
"969","United Kingdom, England","Not defined","2009-32",2009-08-03,219,14,205,NA,14,NA,NA,NA,NA,NA
"970","United Kingdom, England","Not defined","2009-33",2009-08-10,173,17,156,NA,16,1,NA,NA,NA,NA
"971","United Kingdom, England","Not defined","2009-34",2009-08-17,117,26,91,NA,26,NA,NA,NA,NA,NA
"972","United Kingdom, England","Not defined","2009-35",2009-08-24,97,9,88,NA,8,1,NA,NA,NA,NA
"973","United Kingdom, England","Not defined","2009-36",2009-08-31,66,5,61,NA,5,NA,NA,NA,NA,NA
"974","United Kingdom, England","Not defined","2009-37",2009-09-07,139,21,118,NA,19,2,NA,NA,NA,NA
"975","United Kingdom, England","Not defined","2009-38",2009-09-14,159,27,132,NA,26,1,NA,NA,NA,NA
"976","United Kingdom, England","Not defined","2009-39",2009-09-21,242,12,230,1,9,2,NA,NA,NA,NA
"977","United Kingdom, England","Not defined","2009-40",2009-09-28,359,31,328,0,29,2,NA,NA,NA,NA
"978","United Kingdom, England","Not defined","2009-41",2009-10-05,434,46,388,0,44,2,NA,NA,NA,NA
"979","United Kingdom, England","Not defined","2009-42",2009-10-12,700,94,606,0,94,NA,NA,NA,NA,NA
"980","United Kingdom, England","Not defined","2009-43",2009-10-19,680,144,536,0,144,NA,NA,NA,NA,NA
"981","United Kingdom, England","Not defined","2009-44",2009-10-26,566,128,438,0,128,0,0,NA,NA,NA
"982","United Kingdom, England","Not defined","2009-45",2009-11-02,771,124,647,0,123,NA,NA,NA,NA,1
"983","United Kingdom, England","Not defined","2009-46",2009-11-09,561,138,423,NA,138,NA,NA,NA,NA,NA
"984","United Kingdom, England","Not defined","2009-47",2009-11-16,565,147,418,NA,147,NA,NA,NA,NA,NA
"985","United Kingdom, England","Not defined","2009-48",2009-11-23,567,116,451,0,116,0,NA,NA,NA,0
"986","United Kingdom, England","Not defined","2009-49",2009-11-30,503,74,429,0,73,1,0,0,0,0
"987","United Kingdom, England","Not defined","2009-50",2009-12-07,289,10,279,0,9,1,0,0,0,0
"988","United Kingdom, England","Not defined","2009-51",2009-12-14,460,60,400,0,60,0,0,0,0,0
"989","United Kingdom, England","Not defined","2010-01",2010-01-04,282,23,259,0,23,0,0,0,0,0
"990","United Kingdom, England","Not defined","2010-02",2010-01-11,204,16,188,0,16,0,0,0,0,0
"991","United Kingdom, England","Not defined","2010-03",2010-01-18,228,26,202,0,25,0,0,0,0,1
"992","United Kingdom, England","Not defined","2010-04",2010-01-25,168,11,157,0,10,0,0,0,0,1
"993","United Kingdom, England","Not defined","2010-05",2010-02-01,218,15,203,0,15,0,0,0,0,0
"994","United Kingdom, England","Not defined","2010-06",2010-02-08,187,12,175,0,9,0,0,0,0,3
"995","United Kingdom, England","Not defined","2010-07",2010-02-15,148,4,144,0,4,0,0,0,0,0
"996","United Kingdom, England","Not defined","2010-08",2010-02-22,127,4,123,0,3,0,0,0,0,1
"997","United Kingdom, England","Not defined","2010-09",2010-03-01,120,3,117,0,2,0,0,0,0,1
"998","United Kingdom, England","Not defined","2010-10",2010-03-08,106,8,98,0,6,0,0,0,0,2
"999","United Kingdom, England","Not defined","2010-11",2010-03-15,194,9,185,0,9,0,0,0,0,0
"1000","United Kingdom, England","Not defined","2010-12",2010-03-22,70,2,68,0,0,0,0,0,0,2
"1001","United Kingdom, England","Not defined","2010-13",2010-03-29,69,0,69,0,0,0,0,0,0,0
"1002","United Kingdom, England","Not defined","2010-14",2010-04-05,67,3,64,0,2,0,0,0,0,1
"1003","United Kingdom, England","Not defined","2010-15",2010-04-12,49,1,48,0,0,0,0,0,0,1
"1004","United Kingdom, England","Not defined","2010-16",2010-04-19,60,3,57,0,3,0,0,0,0,0
"1005","United Kingdom, England","Not defined","2010-17",2010-04-26,23,0,23,0,0,0,0,0,0,0
"1006","United Kingdom, England","Not defined","2010-18",2010-05-03,65,0,65,0,0,0,0,0,0,0
"1007","United Kingdom, England","Not defined","2010-19",2010-05-10,53,1,52,0,1,0,0,0,0,0
"1008","United Kingdom, England","Not defined","2010-20",2010-05-17,48,2,46,0,1,0,0,0,0,1
"1009","United Kingdom, England","Not defined","2010-21",2010-05-24,28,0,28,0,0,0,0,0,0,0
"1010","United Kingdom, England","Not defined","2010-22",2010-05-31,22,0,22,0,0,0,0,0,0,0
"1011","United Kingdom, England","Not defined","2010-23",2010-06-07,20,1,19,0,0,0,0,0,0,1
"1012","United Kingdom, England","Not defined","2010-24",2010-06-14,21,0,21,0,0,0,0,0,0,0
"1013","United Kingdom, England","Not defined","2010-25",2010-06-21,19,0,19,0,0,0,0,0,0,0
"1014","United Kingdom, England","Not defined","2010-26",2010-06-28,12,0,12,0,0,0,0,0,0,0
"1015","United Kingdom, England","Not defined","2010-27",2010-07-05,10,0,10,0,0,0,0,0,0,0
"1016","United Kingdom, England","Not defined","2010-28",2010-07-12,0,0,0,0,0,0,0,0,0,0
"1017","United Kingdom, England","Not defined","2010-29",2010-07-19,6,0,6,0,0,0,0,0,0,0
"1018","United Kingdom, England","Not defined","2010-30",2010-07-26,8,0,8,0,0,0,0,0,0,0
"1019","United Kingdom, England","Not defined","2010-31",2010-08-02,8,1,7,0,1,0,0,0,0,0
"1020","United Kingdom, England","Not defined","2010-32",2010-08-09,5,0,5,0,0,0,0,0,0,0
"1021","United Kingdom, England","Not defined","2010-33",2010-08-16,8,2,6,0,2,0,0,0,0,0
"1022","United Kingdom, England","Not defined","2010-34",2010-08-23,1,0,1,0,0,0,0,0,0,0
"1023","United Kingdom, England","Not defined","2010-35",2010-08-30,3,0,3,0,0,0,0,0,0,0
"1024","United Kingdom, England","Not defined","2010-36",2010-09-06,9,2,7,0,0,1,1,0,0,0
"1025","United Kingdom, England","Not defined","2010-37",2010-09-13,17,2,15,0,0,0,1,0,0,1
"1026","United Kingdom, England","Not defined","2010-38",2010-09-20,14,1,13,0,0,1,0,0,0,0
"1027","United Kingdom, England","Not defined","2010-39",2010-09-27,25,7,18,0,0,0,6,0,0,1
"1028","United Kingdom, England","Not defined","2010-40",2010-10-04,48,3,45,0,0,1,2,0,0,0
"1029","United Kingdom, England","Not defined","2010-41",2010-10-11,80,7,73,0,1,0,3,0,0,3
"1030","United Kingdom, England","Not defined","2010-42",2010-10-18,84,2,82,0,0,0,1,0,0,1
"1031","United Kingdom, England","Not defined","2010-43",2010-10-25,78,17,61,0,10,1,5,0,0,1
"1032","United Kingdom, England","Not defined","2010-44",2010-11-01,97,21,76,0,10,0,5,0,0,6
"1033","United Kingdom, England","Not defined","2010-45",2010-11-08,86,16,70,0,6,0,5,0,0,5
"1034","United Kingdom, England","Not defined","2010-46",2010-11-15,111,11,100,0,3,2,1,0,0,5
"1035","United Kingdom, England","Not defined","2010-47",2010-11-22,123,86,37,0,20,2,30,0,0,34
"1036","United Kingdom, England","Not defined","2010-48",2010-11-29,120,120,0,0,36,3,46,0,0,35
"1037","United Kingdom, England","Not defined","2010-49",2010-12-06,218,218,0,0,81,2,67,0,0,68
"1038","United Kingdom, England","Not defined","2010-50",2010-12-13,822,822,0,0,222,5,417,0,0,178
"1039","United Kingdom, England","Not defined","2010-51",2010-12-20,1701,1701,0,0,474,4,812,0,0,411
"1040","United Kingdom, England","Not defined","2010-52",2010-12-27,1465,1465,0,0,235,1,817,0,0,412
"1041","United Kingdom, England","Not defined","2011-01",2011-01-03,1990,1990,0,0,215,3,1140,0,0,632
"1042","United Kingdom, England","Not defined","2011-02",2011-01-10,1510,1510,0,0,155,6,784,0,0,565
"1043","United Kingdom, England","Not defined","2011-03",2011-01-17,783,783,0,0,55,2,394,0,0,332
"1044","United Kingdom, England","Not defined","2011-04",2011-01-24,400,400,0,0,41,1,152,0,0,206
"1045","United Kingdom, England","Not defined","2011-05",2011-01-31,229,229,0,0,17,4,90,0,0,118
"1046","United Kingdom, England","Not defined","2011-06",2011-02-07,151,151,0,0,5,1,53,0,0,92
"1047","United Kingdom, England","Not defined","2011-07",2011-02-14,149,149,0,0,2,0,77,0,0,70
"1048","United Kingdom, England","Not defined","2011-08",2011-02-21,83,83,0,0,7,2,42,0,0,32
"1049","United Kingdom, England","Not defined","2011-09",2011-02-28,51,35,16,0,2,3,7,0,0,23
"1050","United Kingdom, England","Not defined","2011-10",2011-03-07,27,18,9,0,1,1,5,0,0,11
"1051","United Kingdom, England","Not defined","2011-11",2011-03-14,29,29,0,0,1,0,16,0,0,12
"1052","United Kingdom, England","Not defined","2011-12",2011-03-21,33,16,17,0,0,0,12,0,0,4
